
220707 14.08.16	|||0.001Sec	|||﻿SerialNumber	|||	|||	|||	|||	|||	|||	|||	|||	|||	|||
220707 14.11.40	|||203.455Sec	|||18CBC-A30K100-GW519798S0024610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:32 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:32 PM
220707 14.11.41	|||204.957Sec	|||18CBC-A30K100-GW519798S0020610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:32 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:32 PM
220707 14.11.43	|||206.432Sec	|||18CBC-A30K100-GW519798S0025710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:32 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:32 PM
220707 14.11.43	|||207.309Sec	|||18CBC-A30K100-GW519798S0020010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:32 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:32 PM
220707 14.11.45	|||208.665Sec	|||18CBC-A30K100-GW519798S0024010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:32 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:32 PM
220707 14.11.46	|||210.031Sec	|||18CBC-A30K100-GW519798S0018110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:32 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:32 PM
220707 14.11.48	|||211.629Sec	|||18CBC-A30K100-GW519798S0019510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:33 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:33 PM
220707 14.11.49	|||212.785Sec	|||18CBC-A30K100-GW519798S0020110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:33 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:33 PM
220707 14.11.50	|||214.062Sec	|||18CBC-A30K100-GW519798S0019710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:33 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:33 PM
220707 14.11.52	|||215.784Sec	|||18CBC-A30K100-GW519798S0025410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:33 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:33 PM
220707 14.11.53	|||217.032Sec	|||18CBC-A30K100-GW519798S0017810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:33 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:33 PM
220707 14.11.55	|||218.747Sec	|||18CBC-A30K100-GW519798S0018410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:33 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:33 PM
220707 14.11.56	|||220.259Sec	|||18CBC-A30K100-GW519798S0019810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:34 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:34 PM
220707 14.11.58	|||221.360Sec	|||18CBC-A30K100-GW519798S0020510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:34 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:34 PM
220707 14.11.59	|||222.824Sec	|||18CBC-A30K100-GW519798S0018210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:34 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:34 PM
220707 14.12.00	|||223.847Sec	|||18CBC-A30K100-GW519798S0018310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:34 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:34 PM
220707 14.12.02	|||225.425Sec	|||18CBC-A30K100-GW519798S0020410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:34 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:34 PM
220707 14.12.03	|||226.942Sec	|||18CBC-A30K100-GW519798S0018010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:34 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:34 PM
220707 14.12.05	|||228.801Sec	|||18CBC-A30K100-GW519798S0020910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:35 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:35 PM
220707 14.12.06	|||230.315Sec	|||18CBC-A30K100-GW519798S0020810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:35 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:35 PM
220707 14.12.08	|||231.688Sec	|||18CBC-A30K100-GW519798S0019610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:35 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:35 PM
220707 14.12.09	|||233.045Sec	|||18CBC-A30K100-GW519798S0019410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:35 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:35 PM
220707 14.12.11	|||234.370Sec	|||18CBC-A30K100-GW519798S0019910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:35 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:35 PM
220707 14.12.12	|||235.879Sec	|||18CBC-A30K100-GW519798S0008410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:35 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:35 PM
220707 14.12.13	|||237.166Sec	|||18CBC-A30K100-GW519798S0018510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.14	|||238.171Sec	|||18CBC-A30K100-GW519798S0020210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.16	|||239.684Sec	|||18CBC-A30K100-GW519798S0015810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.17	|||240.596Sec	|||18CBC-A30K100-GW519798S0015010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.18	|||241.847Sec	|||18CBC-A30K100-GW519798S0012610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.20	|||243.509Sec	|||18CBC-A30K100-GW519798S0011810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.21	|||245.049Sec	|||18CBC-A30K100-GW519798S0011610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:36 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:36 PM
220707 14.12.23	|||246.511Sec	|||18CBC-A30K100-GW519798S0011410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:37 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:37 PM
220707 14.12.24	|||247.495Sec	|||18CBC-A30K100-GW519798S0011510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:37 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:37 PM
220707 14.12.25	|||248.635Sec	|||18CBC-A30K100-GW519798S0012010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:37 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:37 PM
220707 14.12.26	|||249.874Sec	|||18CBC-A30K100-GW519798S0012110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:37 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:37 PM
220707 14.12.27	|||251.190Sec	|||18CBC-A30K100-GW519798S0015610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:37 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:37 PM
220707 14.12.29	|||252.658Sec	|||18CBC-A30K100-GW519798S0011710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:37 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:37 PM
220707 14.12.30	|||254.014Sec	|||18CBC-A30K100-GW519798S0012810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:38 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:38 PM
220707 14.12.32	|||255.782Sec	|||18CBC-A30K100-GW519798S0012710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:38 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:38 PM
220707 14.12.33	|||257.056Sec	|||18CBC-A30K100-GW519798S0015910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:38 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:38 PM
220707 14.12.35	|||258.664Sec	|||18CBC-A30K100-GW519798S0012910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:38 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:38 PM
220707 14.12.36	|||260.022Sec	|||18CBC-A30K100-GW519798S0012510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:38 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:38 PM
220707 14.12.38	|||261.755Sec	|||18CBC-A30K100-GW519798S0016910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:38 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:38 PM
220707 14.12.39	|||262.982Sec	|||18CBC-A30K100-GW519798S0069210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:39 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:39 PM
220707 14.12.41	|||264.882Sec	|||18CBC-A30K100-GW519798S0010310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:39 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:39 PM
220707 14.12.42	|||266.083Sec	|||18CBC-A30K100-GW519798S0010210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:39 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:39 PM
220707 14.12.43	|||267.268Sec	|||18CBC-A30K100-GW519798S0009910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:39 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:39 PM
220707 14.12.45	|||268.377Sec	|||18CBC-A30K100-GW519798S0010110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:39 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:39 PM
220707 14.12.46	|||269.585Sec	|||18CBC-A30K100-GW519798S0009310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:39 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:39 PM
220707 14.12.47	|||270.959Sec	|||18CBC-A30K100-GW519798S0009110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:40 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:40 PM
220707 14.12.48	|||272.227Sec	|||18CBC-A30K100-GW519798S0008810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:40 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:40 PM
220707 14.12.50	|||273.864Sec	|||18CBC-A30K100-GW519798S0009810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:40 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:40 PM
220707 14.12.52	|||275.418Sec	|||18CBC-A30K100-GW519798S0009410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:40 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:40 PM
220707 14.12.53	|||277.022Sec	|||18CBC-A30K100-GW519798S0009510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:40 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:40 PM
220707 14.12.54	|||278.219Sec	|||18CBC-A30K100-GW519798S0009210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:40 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:40 PM
220707 14.12.56	|||279.604Sec	|||18CBC-A30K100-GW519798S0031410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.12.57	|||280.888Sec	|||18CBC-A30K100-GW519798S0031810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.12.58	|||282.006Sec	|||18CBC-A30K100-GW519798S0034010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.13.00	|||283.817Sec	|||18CBC-A30K100-GW519798S0032510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.13.01	|||285.313Sec	|||18CBC-A30K100-GW519798S0032010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.13.03	|||286.606Sec	|||18CBC-A30K100-GW519798S0033310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.13.04	|||287.890Sec	|||18CBC-A30K100-GW519798S0035910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:41 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:41 PM
220707 14.13.05	|||289.176Sec	|||18CBC-A30K100-GW519798S0035110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:42 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:42 PM
220707 14.13.06	|||290.182Sec	|||18CBC-A30K100-GW519798S0033810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:42 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:42 PM
220707 14.13.07	|||291.254Sec	|||18CBC-A30K100-GW519798S0033910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:42 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:42 PM
220707 14.13.09	|||292.808Sec	|||18CBC-A30K100-GW519798S0035210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:42 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:42 PM
220707 14.13.10	|||294.027Sec	|||18CBC-A30K100-GW519798S0032710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:42 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:42 PM
220707 14.13.12	|||295.613Sec	|||18CBC-A30K100-GW519798S0033010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.13	|||296.644Sec	|||18CBC-A30K100-GW519798S0033710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.14	|||298.088Sec	|||18CBC-A30K100-GW519798S0035610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.16	|||299.409Sec	|||18CBC-A30K100-GW519798S0031910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.17	|||300.602Sec	|||18CBC-A30K100-GW519798S0031110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.18	|||301.810Sec	|||18CBC-A30K100-GW519798S0031210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.19	|||303.115Sec	|||18CBC-A30K100-GW519798S0017710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:43 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:43 PM
220707 14.13.20	|||304.227Sec	|||18CBC-A30K100-GW519798S0017410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:44 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:44 PM
220707 14.13.22	|||305.712Sec	|||18CBC-A30K100-GW519798S0017610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:44 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:44 PM
220707 14.13.23	|||306.939Sec	|||18CBC-A30K100-GW519798S0017010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:44 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:44 PM
220707 14.13.24	|||308.100Sec	|||18CBC-A30K100-GW519798S0017510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:44 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:44 PM
220707 14.13.25	|||309.323Sec	|||18CBC-A30K100-GW519798S0016810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:44 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:44 PM
220707 14.13.27	|||310.595Sec	|||18CBC-A30K100-GW519798S0032410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:44 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:44 PM
220707 14.13.28	|||311.600Sec	|||18CBC-A30K100-GW519798S0009710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:45 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:45 PM
220707 14.13.29	|||312.897Sec	|||18CBC-A30K100-GW519798S0033110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:45 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:45 PM
220707 14.13.30	|||314.125Sec	|||18CBC-A30K100-GW519798S0035310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:45 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:45 PM
220707 14.13.32	|||315.486Sec	|||18CBC-A30K100-GW519798S0034810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:45 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:45 PM
220707 14.13.33	|||316.662Sec	|||18CBC-A30K100-GW519798S0034710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:45 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:45 PM
220707 14.13.34	|||318.210Sec	|||18CBC-A30K100-GW519798S0033510D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:45 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:45 PM
220707 14.13.36	|||319.467Sec	|||18CBC-A30K100-GW519798S0034110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:46 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:46 PM
220707 14.13.37	|||320.435Sec	|||18CBC-A30K100-GW519798S0035010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:46 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:46 PM
220707 14.13.38	|||321.653Sec	|||18CBC-A30K100-GW519798S0019010D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:46 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:46 PM
220707 14.13.39	|||322.872Sec	|||18CBC-A30K100-GW519798S0019210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:46 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:46 PM
220707 14.13.40	|||324.165Sec	|||18CBC-A30K100-GW519798S0014710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:46 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:46 PM
220707 14.13.42	|||325.439Sec	|||18CBC-A30K100-GW519798S0014810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:46 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:46 PM
220707 14.13.43	|||326.841Sec	|||18CBC-A30K100-GW519798S0014910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.44	|||327.751Sec	|||18CBC-A30K100-GW519798S0013610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.45	|||328.819Sec	|||18CBC-A30K100-GW519798S0016410D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.46	|||329.703Sec	|||18CBC-A30K100-GW519798S0016310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.47	|||330.773Sec	|||18CBC-A30K100-GW519798S0018910D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.49	|||332.956Sec	|||18CBC-A30K100-GW519798S0017110D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.51	|||335.026Sec	|||18CBC-A30K100-GW519798S0018710D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:47 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:47 PM
220707 14.13.53	|||336.785Sec	|||18CBC-A30K100-GW519798S0017310D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:48 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:48 PM
220707 14.13.55	|||338.547Sec	|||18CBC-A30K100-GW519798S0017210D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:48 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:48 PM
220707 14.13.57	|||340.713Sec	|||18CBC-A30K100-GW519798S0018810D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:48 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:48 PM
220707 14.13.59	|||343.002Sec	|||18CBC-A30K100-GW519798S0018610D222721P0300201116S1.12	|||LNK	|||2022-07-07 2:00:48 PM	|||LNK908-220203LF|ABR1700025	|||P	|||	|||	|||	|||	|||FCT2	|||2022-07-07 2:00:48 PM
